0,1,2,3
Shaap,Pollichathu Fish Biryani,₹330,
Shaap,Soya Roast,₹190,
Shaap,Allepy Veg Curry,₹190,
Shaap,Shaap Kappa Fry,₹160,[Chef's Special]
Shaap,Kappa Mulaku,₹160,
Shaap,Soya Shaap Style,₹160,
Shaap,Shaap Kappa Fry,₹160,[Chef's Special]
Shaap,Pazham Tenka Narachadu,₹100,
Shaap,4 Pazham Pori,₹70,
Shaap,Chicken Fry Shaap Style,₹250,Stir-fried chicken pieces cooked with strong flavours and freshly ground mixture of dry ... read more
Shaap,Chicken Chilly,₹250,
Shaap,Chicken Coconut Fry,₹230,
Shaap,Spicy Chicken Wings,₹250,[Spicy]
Shaap,Chicken Kanthari,₹230,
Shaap,Pothu Ularthiyathu Dry Fry,₹240,
Shaap,Pothu Shaap Style,₹240,
Shaap,Pothu Coconut fry,₹240,
Shaap,Bdf,₹250,
Shaap,Pothu Chilli,₹240,
Shaap,Meen In Banana ( Sear ),₹310,
Shaap,Karimeen Pollichathu,₹360,[Chef's Special]
Shaap,Natholi Fry,₹210,
Shaap,Prawn Malabar Fry,₹300,
Shaap,Prawn Pollichathu,₹300,
Shaap,Neymeen Pollichathu,₹310,
Shaap,Squid Pepper Fry,₹300,
Shaap,Vegetable Stew,₹190,"A simple, yummy vegetable stew ,a delicious treat to tastebuds."
Shaap,Kadala Curry,₹190,
Shaap,Allepy Veg Curry,₹190,
Shaap,Soya Roast,₹190,
Shaap,Vegetable Kuruma,₹190,
Shaap,Soya Varutharachathu,₹190,
Shaap,Chicken Malabari,₹250,
Shaap,Chicken Varutharachathu,₹260,
Shaap,Chicken Stew,₹250,"Chicken stewed in onion and coconut milk , flavoured with ginger, garlic and ... read more"
Shaap,Alleppey Chicken Curry,₹260,
Shaap,Chicken Nadan Perattu,₹250,
Shaap,Chicken Roast,₹230,
Shaap,Chicken Pepper Roast,₹250,
Shaap,Egg Curry,₹130,A popular side dish made with boiled eggs cooked in onion tomato gravy.
Shaap,Egg Roast,₹160,
Shaap,Kerala Special Omelette,₹50,
Shaap,Pothu Curry,₹250,
Shaap,Pothu Varutharachathu,₹260,
Shaap,Pothu Stew,₹260,
Shaap,Pothu Roast,₹250,
Shaap,Pothu Pepper,₹250,
Shaap,Pothu Nadan Perattu,₹250,
Shaap,Allepy Fish Curry,₹300,
Shaap,Neymeen Mulakittathu,₹290,
Shaap,Squid Roast,₹300,
Shaap,Prawns Roast,₹290,[Chef's Special]
Shaap,Allepy Prawn Curry,₹290,
Shaap,Kappa,₹120,
Shaap,Porotta,₹20,
Shaap,Appam [Serves 1],₹20,
Shaap,Egg Appam,₹30,
Shaap,Ghee Rice,₹100,
Shaap,Boiled Rice,₹50,
Shaap,Vegetable Biryani,₹140,
Shaap,Pollichathu Veg Biryani,₹170,
Shaap,Egg Biryani,₹160,
Shaap,Chicken Biryani,₹190,Richly flavored aromatic rice layered with marinated chicken pieces in a delicate blend ... read more
Shaap,Pollichathu Chicken Biryani,₹210,
Shaap,Pothu Biryani,₹230,
Shaap,Pollichathu Pothu Biryani,₹240,
Shaap,Sear Fish Biryani,₹310,
Shaap,Pollichathu Fish Biryani,₹330,
Shaap,Prawns Biryani,₹310,
Shaap,Pollichathu Prawns Biryani,₹340,
Shaap,Veg Pothi Choru,₹160,
Shaap,Chicken Pothi Choru,₹210,
Shaap,Egg Pothi Choru,₹190,
Shaap,Pothu Pothi Choru,₹230,
Shaap,Fish Pothi Choru,₹190,
Shaap,Prawn Pothi Choru,₹290,
Shaap,Soya Chatti Choru,₹230,
Shaap,Chicken Chatti Choru,₹260,
Shaap,Pothu Chatti Choru,₹260,
Shaap,Fish Chatti Choru,₹290,
Shaap,Prawns Chatti,₹300,
Shaap,Albuda Chatti,₹360,
Shaap,Pazham Pori Pothu Roast,₹250,
Shaap,Kalayana Choru Pothu,₹230,
Shaap,Nidhi Parotta,₹340,
Shaap,Parotta Biryani Pothu,₹210,
Shaap,Pollichathu Pothu Parotta (Kizi),₹200,
Shaap,Pollichathu Chicken Porotta ( Kizi),₹200,
Shaap,Pothu Kotthu Parotta,₹220,
Shaap,Chicken Kotthu Porotta,₹200,
Shaap,Pollichathu Kappa Meen,₹190,
Shaap,Kanji,₹120,
Shaap,Pothu Kappa Biryani,₹200,
Shaap,Chicken Kappa Biryani,₹200,
Shaap,Soya Kappa Biryani,₹180,
Shaap,Pazham Nurukiyathu,₹100,
Shaap,Ada Pradhaman,₹140,
Steve's Fast Food,Chicken Steamed Momos [8 Pieces],₹70,
Steve's Fast Food,Chicken Schezwan fried rice with chilli chicken gravy,₹150,Chicken Schezwan fried rice with chilli chicken gravy
Steve's Fast Food,Chicken Sweet Corn Soup,₹100,
Steve's Fast Food,Chicken Lollipop [6 Pieces],₹160,
Steve's Fast Food,Chicken Fried Momos [8 Pieces],₹80,
Steve's Fast Food,Veg Schezwan Noodles,₹80,
Steve's Fast Food,Chicken Manchow Soup,₹100,
Steve's Fast Food,Chicken noodle with chicken Manchurian gravy,₹150,Chicken noodle with chicken Manchurian gravy
Steve's Fast Food,Chilli Chicken,₹150,
Steve's Fast Food,Veg Steam Momos [8 Pieces],₹60,
Steve's Fast Food,Egg Fried Rice,₹80,
Steve's Fast Food,Veg Fried Rice,₹70,
Steve's Fast Food,Prawns Chilli,₹200,
Steve's Fast Food,Chilli Mushroom,₹90,
Steve's Fast Food,Chilli Baby Corn,₹90,
Steve's Fast Food,Veg Ball Manchurian,₹90,
Steve's Fast Food,Egg Noodles,₹80,
Steve's Fast Food,Prawn Burn Garlic Fried Rice,₹160,
Steve's Fast Food,Prawns Shanghai Fried Rice,₹160,
Steve's Fast Food,Chicken Manchurian,₹150,
Steve's Fast Food,Chicken burn garlic fried rice with chilli chicken gravy,₹150,Chicken burn garlic fried rice with chilli chicken gravy
Steve's Fast Food,Veg Fried Momos [8 Pieces],₹70,
Steve's Fast Food,Veg Noodles,₹70,
Steve's Fast Food,Chicken Chilli Garlic Noodles,₹130,
Steve's Fast Food,Chicken Chilli Garlic Fried Rice,₹130,
Steve's Fast Food,Chicken Burn Garlic Fried Rice,₹130,
Steve's Fast Food,Veg Schezwan fried rice with Gobi Manchurian gravy,₹120,Veg Schezwan fried rice with Gobi Manchurian gravy
Steve's Fast Food,Chicken Noodles,₹120,
Steve's Fast Food,Chicken Hot & Sour Soup,₹100,
Steve's Fast Food,Gobi Chilli,₹90,
Steve's Fast Food,Chicken Chinese Chopsuey,₹170,Crispy noodles with chinese sauce.
Steve's Fast Food,Chicken Hot & Sour Soup,₹100,
Steve's Fast Food,Chicken Sweet Corn Soup,₹100,
Steve's Fast Food,Chicken Manchow Soup,₹100,
Steve's Fast Food,Chicken Clear Soup,₹100,
Steve's Fast Food,Veg Hot & Sour Soup,₹80,
Steve's Fast Food,Veg Sweet Corn Soup,₹80,
Steve's Fast Food,Veg Manchow Soup,₹80,
Steve's Fast Food,Veg Clear Soup,₹80,
Steve's Fast Food,Veg Thukpa,₹120,
Steve's Fast Food,Veg Ball Manchurian,₹90,
Steve's Fast Food,Gobi Chilli,₹90,
Steve's Fast Food,Gobi Manchurian,₹90,
Steve's Fast Food,Chilli Mushroom,₹90,
Steve's Fast Food,Chilli Baby Corn,₹90,
Steve's Fast Food,Chilli Paneer,₹110,
Steve's Fast Food,Chilli Chicken,₹150,
Steve's Fast Food,Chicken Manchurian,₹150,
Steve's Fast Food,Schezwan Chicken,₹160,
Steve's Fast Food,Chicken Lollipop [6 Pieces],₹160,
Steve's Fast Food,Schezwan Prawns,₹200,
Steve's Fast Food,Prawns Chilli,₹200,
Steve's Fast Food,Prawns Manchurian,₹200,
Steve's Fast Food,Veg Noodles,₹70,
Steve's Fast Food,Veg Schezwan Noodles,₹80,
Steve's Fast Food,Veg Shanghai Noodles,₹80,
Steve's Fast Food,Veg Manchow Noodles,₹80,
Steve's Fast Food,Veg Chilli Garlic Noodles,₹80,
Steve's Fast Food,Veg Burn Garlic Noodles,₹80,
Steve's Fast Food,Veg American Chopsuey,₹150,Crispy noodles with sweet and sour sauce.
Steve's Fast Food,Veg Schezwan Chopsuey,₹150,Crispy noodles with schezwan sauce.
Steve's Fast Food,Veg Chinese Chopsuey,₹150,Crispy noodles with chinese sauce.
Steve's Fast Food,Chicken American Chopsuey,₹170,Crispy noodles with sweet and sour sauce.
Steve's Fast Food,Chicken Schezwan Chopsuey,₹170,Crispy noodles with schezwan sauce.
Steve's Fast Food,Chicken Chinese Chopsuey,₹170,Crispy noodles with chinese sauce.
Steve's Fast Food,Egg Noodles,₹80,
Steve's Fast Food,Egg Schezwan Noodles,₹90,
Steve's Fast Food,Egg Shanghai Noodles,₹90,
Steve's Fast Food,Egg Manchow Noodles,₹90,
Steve's Fast Food,Egg Chilli Garlic Noodles,₹90,
Steve's Fast Food,Egg Burn Garlic Noodles,₹90,
Steve's Fast Food,Chicken Noodles,₹120,
Steve's Fast Food,Chicken Schezwan Noodles,₹130,
Steve's Fast Food,Chicken Shanghai Noodles,₹130,
Steve's Fast Food,Chicken Manchow Noodles,₹130,
Steve's Fast Food,Chicken Chilli Garlic Noodles,₹130,
Steve's Fast Food,Chicken Burn Garlic Noodles,₹130,
Steve's Fast Food,Chicken Thukpa,₹150,
Steve's Fast Food,Prawn Noodles,₹150,
Steve's Fast Food,Prawns Shanghai Noodles,₹160,
Steve's Fast Food,Prawn Schezwan Noodles,₹160,
Steve's Fast Food,Prawn Chilli Garlic Noodles,₹160,
Steve's Fast Food,Prawn Burn Garlic Noodles,₹160,
Steve's Fast Food,Veg Fried Rice,₹70,
Steve's Fast Food,Veg Schezwan Fried Rice,₹80,
Steve's Fast Food,Veg Shanghai Fried Rice,₹80,
Steve's Fast Food,Veg Manchow Fried Rice,₹80,
Steve's Fast Food,Veg Chilli Garlic Fried Rice,₹80,
Steve's Fast Food,Veg Burn Garlic Fried Rice,₹80,
Steve's Fast Food,Egg Fried Rice,₹80,
Steve's Fast Food,Egg Schezwan Fried Rice,₹90,
Steve's Fast Food,Egg Shanghai Fried Rice,₹90,
Steve's Fast Food,Egg Manchow Fried Rice,₹90,
Steve's Fast Food,Egg Chilli Garlic Fried Rice,₹90,
Steve's Fast Food,Egg Burn Garlic Fried Rice,₹90,
Steve's Fast Food,Chicken Fried Rice,₹120,
Steve's Fast Food,Chicken Schezwan Fried Rice,₹130,
Steve's Fast Food,Chicken Shanghai Fried Rice,₹130,
Steve's Fast Food,Chicken Manchow Fried Rice,₹130,
Steve's Fast Food,Chicken Chilli Garlic Fried Rice,₹130,
Steve's Fast Food,Chicken Burn Garlic Fried Rice,₹130,
Steve's Fast Food,Prawn Fried Rice,₹150,
Steve's Fast Food,Prawns Shanghai Fried Rice,₹160,
Steve's Fast Food,Prawn Schezwan Fried Rice,₹160,
Steve's Fast Food,Prawn Chilli Garlic Fried Rice,₹160,
Steve's Fast Food,Prawn Burn Garlic Fried Rice,₹160,
Steve's Fast Food,Veg Steam Momos [8 Pieces],₹60,
Steve's Fast Food,Veg Fried Momos [8 Pieces],₹70,
Steve's Fast Food,Veg Schezwan Momos [8 Pieces],₹80,
Steve's Fast Food,Chicken Steamed Momos [8 Pieces],₹70,
Steve's Fast Food,Chicken Fried Momos [8 Pieces],₹80,
Steve's Fast Food,Chicken Schezwan Momos [8 Pieces],₹90,
Steve's Fast Food,Veg fried rice with veg ball Manchurian gravy,₹120,Veg fried rice with veg ball Manchurian gravy
Steve's Fast Food,Veg chilli garlic fried rice with veg ball Manchurian gravy,₹120,Veg chilli garlic fried rice with veg ball Manchurian gravy
Steve's Fast Food,Veg Schezwan fried rice with Gobi Manchurian gravy,₹120,Veg Schezwan fried rice with Gobi Manchurian gravy
Steve's Fast Food,Veg burn garlic fried rice with Gobi Manchurian gravy,₹120,Veg burn garlic fried rice with Gobi Manchurian gravy
Steve's Fast Food,Chicken fried rice with chilli chicken gravy,₹150,Chicken fried rice with chilli chicken gravy
Steve's Fast Food,Chicken Schezwan fried rice with chilli chicken gravy,₹150,Chicken sechzwan fried rice with chilli chicken gravy
Steve's Fast Food,Chicken Schezwan fried rice with chilli chicken gravy,₹150,Chicken Schezwan fried rice with chilli chicken gravy
Steve's Fast Food,Chicken burn garlic fried rice with chilli chicken gravy,₹150,Chicken burn garlic fried rice with chilli chicken gravy
Steve's Fast Food,Chicken chilli garlic fried rice with chilli chicken gravy,₹150,Chicken chilli garlic fried rice with chilli chicken gravy
Steve's Fast Food,Egg fried rice with Gobi Manchurian gravy,₹130,Egg fried rice with Gobi Manchurian gravy
Steve's Fast Food,Egg Schezwan fried rice with Gobi Manchurian gravy,₹130,Egg Schezwan fried rice with Gobi Manchurian gravy
Steve's Fast Food,Egg burn garlic fried rice with Gobi Manchurian gravy,₹130,Egg burn garlic fried rice with Gobi Manchurian gravy
Steve's Fast Food,Egg chilli garlic fried rice with Gobi Manchurian gravy,₹130,Egg chilli garlic fried rice with Gobi Manchurian gravy
Steve's Fast Food,Veg noodles with Gobi Manchurian gravy,₹120,Veg noodles with Gobi Manchurian gravy
Steve's Fast Food,Veg Schezwan noodles with Gobi Manchurian gravy,₹120,Veg Schezwan noodles with Gobi Manchurian gravy
Steve's Fast Food,Veg chilli garlic noodles with Gobi Manchurian gravy,₹120,Veg chilli garlic noodles with Gobi Manchurian gravy
Steve's Fast Food,Veg burn garlic noodles with Gobi Manchurian gravy,₹120,Veg burn garlic noodles with Gobi Manchurian gravy
Steve's Fast Food,Egg noodles with Gobi Manchurian gravy,₹130,Egg noodles with Gobi Manchurian gravy
Steve's Fast Food,Egg Schezwan noodles with Gobi Manchurian gravy,₹130,Egg Schezwan noodles with Gobi Manchurian gravy
Steve's Fast Food,Egg chilli garlic noodles with Gobi Manchurian gravy,₹130,Egg chilli garlic noodles with Gobi Manchurian gravy
Steve's Fast Food,Egg burn garlic noodles with Gobi Manchurian gravy,₹130,Egg burn garlic noodles with Gobi Manchurian gravy
Steve's Fast Food,Chicken noodle with chicken Manchurian gravy,₹150,Chicken noodle with chicken Manchurian gravy
Steve's Fast Food,Chicken Schezwan noodles with chicken Manchurian gravy,₹150,Chicken Schezwan noodles with chicken Manchurian gravy
Steve's Fast Food,Chicken burn garlic noodles with chicken Manchurian gravy,₹150,Chicken burn garlic noodles with chicken Manchurian gravy
Steve's Fast Food,Chicken chilli garlic noodles with chicken Manchurian gravy,₹150,Chicken burn garlic noodles with chicken Manchurian gravy
Rolls & Bowls Company,Pindi Chole Rice Bowl,₹246,Chole simmered in rich brown masala gravy served with jeera rice.
Rolls & Bowls Company,Dal Fry Rice Bowl,₹226,Yellow dal tempered with garlic and jeera served jeera rice.
Rolls & Bowls Company,Schezwan Chicken Roll (Wrap),₹299,"Chinese style chicken schezwan mixture, encased in a soft roti with sliced cabbage ... read more"
Rolls & Bowls Company,Rajma Chawal Bowl,₹236,Home style cooked rajma gravy served with jeera rice.
Rolls & Bowls Company,Double Egg Roll (Wrap),₹139,"Classic flavours of double egg omlette along with paratha, mint mayo and onions."
Rolls & Bowls Company,Pepsi pet bottle,₹60,
Rolls & Bowls Company,Veg Manchurian Bowl,₹262,"Mix Veg  fritters with Capsicum & Onion tossed in Manchurian sauce, served ... read more"
Rolls & Bowls Company,Choco Lava,₹99,"Rich chocolate cake with molten chocolate center, served warm."
Rolls & Bowls Company,Tender Coconut (Save Rs. 5) 200 ml,₹100,
Rolls & Bowls Company,Egg Roll (Wrap),₹99,"Classic flavours of egg omlette along with paratha, mint mayo and onions."
Rolls & Bowls Company,Veg Schezwan Noodle Roll,₹149,Veg schezwan noodles folded inside a street favourite roll
Rolls & Bowls Company,Paneer Roll In choice of Chinese Sauces,₹249,Paneer tossed with choice of chinese sauces rolled in a paratha or roti
Rolls & Bowls Company,Chilli Paneer Roll (Wrap),₹249,"Chinese style paneer chilli mixture, encased in a soft paratha with sliced cabbage ... read more"
Rolls & Bowls Company,Schezwan Paneer Roll (Wrap),₹249,"Chinese style paneer schezwan mixture, encased in a soft paratha with sliced cabbage ... read more"
Rolls & Bowls Company,Paneer Kadhai Roll (Wrap),₹249,"Soft paneer pieces tossed in kadhai gravy along with onion , rolled in ... read more"
Rolls & Bowls Company,Paneer Tawa Roll (Wrap),₹249,"Soft paneer pieces tossed in tawa gravy along with onion , rolled in ... read more"
Rolls & Bowls Company,Paneer Bhuna Roll (Wrap),₹249,"Soft paneer pieces tossed in bhuna gravy along with onion , rolled in ... read more"
Rolls & Bowls Company,Butter Paneer Roll (Wrap),₹249,"Soft paneer pieces tossed in smooth makhani gravy along with onion , rolled ... read more"
Rolls & Bowls Company,Spicy Butter Paneer Roll (Wrap),₹249,"Soft paneer pieces tossed in spicy makhani gravy along with onion , rolled ... read more"
Rolls & Bowls Company,Chicken Schezwan Noodle Roll (Wrap),₹179,Chicken schezwan noodles folded inside a street favourite roll
Rolls & Bowls Company,Chicken Roll In choice of Chinese sauces,₹299,Chicken tossed with choice of chinese sauces rolled in a paratha or roti
Rolls & Bowls Company,Chicken Malai Tikka Roll (Wrap) with choice of Mayo,₹299,"All time favourite chicken malai tikka pieces rolled with onion, green chillies with ... read more"
Rolls & Bowls Company,Chilli Chicken Roll (Wrap),₹299,"Chinese style chicken chilli mixture, encased in a soft roti with sliced cabbage ... read more"
Rolls & Bowls Company,Schezwan Chicken Roll (Wrap),₹299,"Chinese style chicken schezwan mixture, encased in a soft roti with sliced cabbage ... read more"
Rolls & Bowls Company,Chicken Kadhai Roll (Wrap),₹299,"Tender chicken pieces tossed in kadhai gravy along with onion , rolled in ... read more"
Rolls & Bowls Company,Chicken Tawa Roll (Wrap),₹299,"Tender chicken pieces tossed in tawa gravy along with onion , rolled in ... read more"
Rolls & Bowls Company,Chicken Bhuna Roll (Wrap),₹299,"Tender chicken pieces tossed in bhuna gravy along with onion , rolled in ... read more"
Rolls & Bowls Company,Butter Chicken Roll (Wrap),₹299,"Smoky tender chicken pieces tossed in smooth makhani gravy along with onion , ... read more"
Rolls & Bowls Company,Spicy Butter Chicken Roll (Wrap),₹299,"Smoky tender chicken pieces tossed in spicy makhani gravy along with onion , ... read more"
Rolls & Bowls Company,Egg Roll (Wrap),₹99,"Classic flavours of egg omlette along with paratha, mint mayo and onions."
Rolls & Bowls Company,Double Egg Roll (Wrap),₹139,"Classic flavours of double egg omlette along with paratha, mint mayo and onions."
Rolls & Bowls Company,Manchurian Ball In Choice Of Sauce,₹246,
Rolls & Bowls Company,Veg Spring Rolls (4 Pcs),₹156,Delicious mixed vegetables & noodles encased in light  & crispy-crackly skin served ... read more
Rolls & Bowls Company,Veg Manchurian,₹246,"Mix veg fried balls, onion and capsicum tossed in classic manchurian sauce."
Rolls & Bowls Company,Kung Pao Paneer,₹276,Cubes of paneer tossed with kung pao sauce and garnished with crushed peanuts.
Rolls & Bowls Company,Paneer Chilli,₹276,"A popular indo - chinese starter of paneer, onions, capsicum & green chilli ... read more"
Rolls & Bowls Company,Chicken Spring Roll (4 Pcs),₹186,Delicious minced chicken encased in light & crispy- crackly skin served with sweet ... read more
Rolls & Bowls Company,Chilli Chicken,₹286,"A popular indo - chinese starter of diced chicken, onions, capsicum & green ... read more"
Rolls & Bowls Company,Chicken Manchurian,₹286,"Diced chicken, onion and capsicum tossed in classic manchurian sauce."
Rolls & Bowls Company,Kung Pao Chicken,₹286,Chicken cubes tossed with kung pao sauce and garnished with crushed peanuts.
